[28-Apr-2014 08:36:46 Europe/Berlin] PHP Warning:  require() [<a href='0function.require0'>function.require0</a>]: http:// wrapper is disabled in the server configuration by allow_url_include=0 in /Applications/MAMP/htdocs/gumbo/app/index.php on line 3
[28-Apr-2014 08:36:46 Europe/Berlin] PHP Warning:  require(http://localhost/gumbo/app//includes/routes/routes.php) [<a href='0function.require0'>function.require0</a>]: failed to open stream: no suitable wrapper could be found in /Applications/MAMP/htdocs/gumbo/app/index.php on line 3
[28-Apr-2014 08:36:46 Europe/Berlin] PHP Fatal error:  require() [<a href='0function.require0'>function.require0</a>]: Failed opening required 'http://localhost/gumbo/app//includes/routes/routes.php' (include_path='.:/Applications/MAMP/bin/php/php5.5.3/lib/php') in /Applications/MAMP/htdocs/gumbo/app/index.php on line 3
[28-Apr-2014 08:38:14 Europe/Berlin] PHP Warning:  require() [<a href='0function.require0'>function.require0</a>]: http:// wrapper is disabled in the server configuration by allow_url_include=0 in /Applications/MAMP/htdocs/gumbo/app/index.php on line 3
[28-Apr-2014 08:38:14 Europe/Berlin] PHP Warning:  require(http://localhost/gumbo/includes/routes/routes.php) [<a href='0function.require0'>function.require0</a>]: failed to open stream: no suitable wrapper could be found in /Applications/MAMP/htdocs/gumbo/app/index.php on line 3
[28-Apr-2014 08:38:14 Europe/Berlin] PHP Fatal error:  require() [<a href='0function.require0'>function.require0</a>]: Failed opening required 'http://localhost/gumbo/includes/routes/routes.php' (include_path='.:/Applications/MAMP/bin/php/php5.5.3/lib/php') in /Applications/MAMP/htdocs/gumbo/app/index.php on line 3
[28-Apr-2014 08:40:07 Europe/Berlin] PHP Warning:  require() [<a href='0function.require0'>function.require0</a>]: http:// wrapper is disabled in the server configuration by allow_url_include=0 in /Applications/MAMP/htdocs/gumbo/app/index.php on line 3
[28-Apr-2014 08:40:07 Europe/Berlin] PHP Warning:  require(http://localhost/gumbo/includes/routes/routes.php) [<a href='0function.require0'>function.require0</a>]: failed to open stream: no suitable wrapper could be found in /Applications/MAMP/htdocs/gumbo/app/index.php on line 3
[28-Apr-2014 08:40:07 Europe/Berlin] PHP Fatal error:  require() [<a href='0function.require0'>function.require0</a>]: Failed opening required 'http://localhost/gumbo/includes/routes/routes.php' (include_path='.:/Applications/MAMP/bin/php/php5.5.3/lib/php') in /Applications/MAMP/htdocs/gumbo/app/index.php on line 3
[28-Apr-2014 08:40:09 Europe/Berlin] PHP Warning:  require() [<a href='0function.require0'>function.require0</a>]: http:// wrapper is disabled in the server configuration by allow_url_include=0 in /Applications/MAMP/htdocs/gumbo/app/index.php on line 3
[28-Apr-2014 08:40:09 Europe/Berlin] PHP Warning:  require(http://localhost/gumbo/includes/routes/routes.php) [<a href='0function.require0'>function.require0</a>]: failed to open stream: no suitable wrapper could be found in /Applications/MAMP/htdocs/gumbo/app/index.php on line 3
[28-Apr-2014 08:40:09 Europe/Berlin] PHP Fatal error:  require() [<a href='0function.require0'>function.require0</a>]: Failed opening required 'http://localhost/gumbo/includes/routes/routes.php' (include_path='.:/Applications/MAMP/bin/php/php5.5.3/lib/php') in /Applications/MAMP/htdocs/gumbo/app/index.php on line 3
[28-Apr-2014 17:22:05 Europe/Berlin] PHP Parse error:  syntax error, unexpected '}' in /Users/maquilador8/var/www/ficmi_gumbo/includes/routes/routes.php on line 15
[28-Apr-2014 17:25:32 Europe/Berlin] PHP Parse error:  syntax error, unexpected '$app' (T_VARIABLE), expecting '(' in /Users/maquilador8/var/www/ficmi_gumbo/includes/routes/routes.php on line 11
